pl_name,pl_letter,k2_name,epic_hostname,epic_candname,hostname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,k2_campaigns,k2_campaigns_num,pl_refname,sy_refname,disposition,disp_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2
EPIC 203311200.01,,,EPIC 203311200,EPIC 203311200.01,EPIC 203311200,,,TIC 67235717,Gaia DR2 6043177972287365632,Gaia DR3 6043177972287365632,1,2,1.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CANDIDATE,Kruse et al. 2019,2016-04,2016,Transit,Space,K2,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=OSBORN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.2273O/abstract target=ref>Osborn et al. 2016</a>,240.9764776,16h03m54.35s,-26.5537396,-26d33m13.46s,347.75222,19.12617,244.13866,-5.6824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3511,0.0025,-0.0026,0.0,"<div><span class=supersubNumber"">0.3511</span> <span class=""superscript"">+0.0025</span><span class=""subscript"">-0.0026</span> </div>""",2456954.01476,0.00066,-0.00066,0.0,2456954.01476&plusmn;0.00066,13.02,0.0864,-0.0864,0.0,"<div><span class=supersubNumber"">13.02000</span><span class=""superscript"">+0.08640</span><span class=""subscript"">-0.08640</span></div>""",10.324&plusmn;0.022,,,,,,,,,,,,,,,,,10.288,0.023,-0.023,10.288&plusmn;0.023,10.303,0.02,-0.02,10.303&plusmn;0.020,10.116,0.068,-0.068,10.116&plusmn;0.068,8.666,,,8.666,,,,,11.5903,0.000564,-0.000564,11.590300&plusmn;0.000564,11.205,0.0061,-0.0061,11.2050&plusmn;0.0061,0,BJD,,,11.896,,,11.896,,,,,,,,,,,-0.4339908590650076,-0.7821827473608661,-0.4470370051561999,737493115,,,,,,1.143,0.058,-0.058,0.0,"<div><span class=supersubNumber"">1.143</span> <span class=""superscript"">+0.058</span><span class=""subscript"">-0.058</span></div>""",12.81,0.65,-0.65,0.0,12.81&plusmn;0.65,0.0603,0.0011,-0.0029,0.0,"<div><span class=supersubNumber"">0.0603</span> <span class=""superscript"">+0.0011</span><span class=""subscript"">-0.0029</span> </div>""",,,,,,,,,,,2019-09-05,2019-09,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.947,0.092,-0.029,0.0,"<div><span class=supersubNumber"">1.947</span> <span class=""superscript"">+0.092</span><span class=""subscript"">-0.029</span> </div>""",0,0,1,0,0,0,0,0,0,0,Published Candidate,1,0,0,0,0,0,0,0,0,0,0,12.6045254,0.0999619,-0.0999619,12.6045254&plusmn;0.0999619,12.2087,0.102354,-0.102354,12.208700&plusmn;0.102354,-3.13396,0.0514571,-0.0514571,-3.1339600&plusmn;0.0514571,1.92942,0.0598305,-0.0598305,1.9294200&plusmn;0.0598305,511.443,16.271,-15.314,"<div><span class=supersubNumber"">511.443</span><span class=""superscript"">+16.271</span><span class=""subscript"">-15.314</span></div>""",12.075,0.395,-0.395,12.075&plusmn;0.395,11.877,0.032,-0.032,11.877&plusmn;0.032,10.644,0.023,-0.023,10.644&plusmn;0.023,10.42,0.024,-0.024,10.420&plusmn;0.024,10.324,0.022,-0.022
WASP-75 b,b,K2-40 b,EPIC 206154641,EPIC 206154641.01,WASP-75,,,TIC 36592530,Gaia DR2 2605161444735454464,Gaia DR3 2605161444735454464,0,3,1.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CONFIRMED,Gomez et al. 2013,2013-11,2013,Transit,Ground,SuperWASP,iKon-L CCD Camera,Canon 200mm f/1.8L,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,342.3858995,22h49m32.62s,-10.6754686,-10d40m31.69s,56.87831,-56.95485,339.69348,-2.96203,2.4841905,5e-06,-5e-06,0.0,2.4841905&plusmn;0.0000050,,,,,,0.03793,0.00054,-0.00054,0.0,0.03793&plusmn;0.00054,,,,,,,,,,,,,,,,,,,,,,,,,,1657.0,347.0,-347.0,0.0,1657&plusmn;347,,,,,,,,,,,2456982.61981,7.2e-05,-7.2e-05,0.0,2456982.619810&plusmn;0.000072,1.886,0.0078,-0.0078,0.0,1.8860&plusmn;0.0078,10.062&plusmn;0.025,,,,,,,,,,,,,,,,,10.035,0.024,-0.024,10.035&plusmn;0.024,10.054,0.021,-0.021,10.054&plusmn;0.021,10.075,0.067,-0.067,10.075&plusmn;0.067,8.938,,,8.938,,,,,11.3347,0.000431,-0.000431,11.334700&plusmn;0.000431,10.931,0.0066,-0.0066,10.9310&plusmn;0.0066,0,BJD-TDB,,,11.299,,,11.299,,,,,,,,,,,0.9366198809525632,-0.2973670445507461,-0.1852458890760094,-2002469868,,,,,,1.39173878,0.14274244,-0.14274244,0.0,1.39&plusmn;0.14,15.6,1.6,-1.6,0.0,15.6&plusmn;1.6,0.1031,0.00043,-0.00043,0.0,0.10310&plusmn;0.00043,,,,,,,,,,,2016-07-14,2016-09,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-07-18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6090.0,74.0,-74.0,0.0,6090&plusmn;74,,,,,,,,,,,,,,,,,,,,,4.223,0.074,-0.074,0.0,4.223&plusmn;0.074,,,,,,1.18,0.05,-0.05,0.0,1.180&plusmn;0.050,,,,,,1.39,0.14,-0.14,0.0,1.39&plusmn;0.14,0,0,1,1,0,0,0,0,0,0,Published Confirmed,2,1,0,0,0,0,0,2,0,0,1,48.3454852,0.07715,-0.07715,48.3454852&plusmn;0.0771500,45.7868,0.078443,-0.078443,45.786800&plusmn;0.078443,15.5195,0.0648155,-0.0648155,15.5195000&plusmn;0.0648155,3.37341,0.049924,-0.049924,3.373410&plusmn;0.049924,294.001,4.412,-4.286,"<div><span class=supersubNumber"">294.001</span><span class=""superscript"">+4.412</span><span class=""subscript"">-4.286</span></div>""",12.057,0.07,-0.07,12.057&plusmn;0.070,11.591,0.057,-0.057,11.591&plusmn;0.057,10.362,0.024,-0.024,10.362&plusmn;0.024,10.097,0.022,-0.022,10.097&plusmn;0.022,10.062,0.025,-0.025
K2-42 b,b,K2-42 b,EPIC 201155177,EPIC 201155177.01,K2-42,,,TIC 82054726,Gaia DR2 3599651986730350464,Gaia DR3 3599651986730350464,0,1,1.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CONFIRMED,Crossfield et al. 2016,2016-09,2016,Transit,Space,K2,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,176.6657559,11h46m39.78s,-5.1720463,-05d10m19.37s,274.65511,54.10491,179.00009,-6.0703,6.68851,0.00074,-0.00075,0.0,"<div><span class=supersubNumber"">6.68851</span> <span class=""superscript"">+0.00074</span><span class=""subscript"">-0.00075</span> </div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1042,0.0069,-0.0072,0.0,"<div><span class=supersubNumber"">0.1042</span> <span class=""superscript"">+0.0069</span><span class=""subscript"">-0.0072</span> </div>""",2456814.6747,0.0047,-0.0044,0.0,"<div><span class=supersubNumber"">2456814.6747</span> <span class=""superscript"">+0.0047</span><span class=""subscript"">-0.0044</span> </div>""",3.24,0.216,-0.312,0.0,"<div><span class=supersubNumber"">3.24000</span><span class=""superscript"">+0.21600</span><span class=""subscript"">-0.31200</span></div>""",12.284&plusmn;0.019,,,,,,,,,,,,,,,,,12.27,0.024,-0.024,12.270&plusmn;0.024,12.314,0.025,-0.025,12.314&plusmn;0.025,12.12,0.332,-0.332,12.120&plusmn;0.332,8.632,,,8.632,,,,,14.6336,0.00028,-0.00028,14.63360&plusmn;0.00028,13.9576,0.0063,-0.0063,13.9576&plusmn;0.0063,0,BJD,,,14.632,,,14.632,,,,,,,,,,,-0.9942426242659376,0.057923896505604,-0.090146693263754,295551435,,,,,,0.201,0.024,-0.042,0.0,"<div><span class=supersubNumber"">0.201</span> <span class=""superscript"">+0.024</span><span class=""subscript"">-0.042</span></div>""",2.25,0.27,-0.47,0.0,"<div><span class=supersubNumber"">2.25</span> <span class=""superscript"">+0.27</span><span class=""subscript"">-0.47</span> </div>""",0.0313,0.0023,-0.0047,0.0,"<div><span class=supersubNumber"">0.0313</span> <span class=""superscript"">+0.0023</span><span class=""subscript"">-0.0047</span> </div>""",14.0,,,,,,,,,,2019-09-05,2019-09,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09-05,0,5.1,-2.5,0.0,"<div><span class=supersubNumber"">14.0</span> <span class=""superscript"">+5.1</span><span class=""subscript"">-2.5</span> </div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.658,0.062,-0.098,0.0,"<div><span class=supersubNumber"">0.658</span> <span class=""superscript"">+0.062</span><span class=""subscript"">-0.098</span> </div>""",0,0,1,0,0,0,0,0,0,0,Published Candidate,1,1,0,0,0,0,0,0,0,0,0,33.6273033,0.0565592,-0.0565592,33.6273033&plusmn;0.0565592,10.4395,0.0777758,-0.0777758,10.4395000&plusmn;0.0777758,-31.9658,0.0538048,-0.0538048,-31.9658000&plusmn;0.0538048,2.49154,0.049059,-0.049059,2.491540&plusmn;0.049059,396.913,7.94,-7.64,"<div><span class=supersubNumber"">396.913</span><span class=""superscript"">+7.940</span><span class=""subscript"">-7.640</span></div>""",16.102,0.056,-0.056,16.102&plusmn;0.056,15.006,0.126,-0.126,15.006&plusmn;0.126,12.982,0.023,-0.023,12.982&plusmn;0.023,12.398,0.024,-0.024,12.398&plusmn;0.024,12.284,0.019,-0.019
K2-260 b,b,K2-260 b,EPIC 246911830,,K2-260,,,TIC 293612446,Gaia DR2 3394923127797114496,Gaia DR3 3394923127797114496,0,13,1.0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CONFIRMED,Johnson et al. 2018,2018-11,2018,Transit,Space,K2,Kepler CCD Array,0.95 m Kepler Telescope,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,76.8673317,05h07m28.16s,16.8676948,+16d52m03.70s,185.34317,-13.94236,77.36765,-5.99772,2.62669768,8e-07,-8e-07,0.0,2.62669768&plusmn;0.00000080,,,,,,,,,,,88.7,0.9,-1.0,0.0,"<div><span class=supersubNumber"">88.7</span><span class=""superscript"">+0.9</span><span class=""subscript"">-1.0</span></div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458109.67429,0.00018,-0.00018,0.0,2458109.67429&plusmn;0.00018,,,,,,11.093&plusmn;0.021,,,,,,,,,,,,,,,,,11.039,0.023,-0.023,11.039&plusmn;0.023,11.036,0.021,-0.021,11.036&plusmn;0.021,10.895,0.129,-0.129,10.895&plusmn;0.129,9.006,,,9.006,,,,,12.4667,0.000241,-0.000241,12.466700&plusmn;0.000241,12.0364,0.0066,-0.0066,12.0364&plusmn;0.0066,0,BJD-TDB,[Fe/H],F6 V,12.465,,,12.465,,,,,,,,,,,0.2174315692890392,0.9319491082671388,0.2901626652010737,1308930860,,,,,,,,,,,,,,,,0.0973,0.0003,-0.0003,0.0,0.0973&plusmn;0.0003,5.18,,,,,,,,,,2024-03-04,2023-03,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,2024-03-04,0,0.06,-0.06,0.0,5.18&plusmn;0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6367.0,250.0,-250.0,0.0,6367&plusmn;250,-0.14,0.15,-0.15,0.0,-0.14&plusmn;0.15,,,,,,16.0,2.0,-2.0,0.0,16.0&plusmn;2.0,,,,,,4.15,,,0.0,4.15,1.9,0.3,-0.3,0.0,1.9&plusmn;0.3,1.39,0.05,-0.06,0.0,"<div><span class=supersubNumber"">1.39</span><span class=""superscript"">+0.05</span><span class=""subscript"">-0.06</span></div>""",0.4005,0.01,-0.01,0.0,0.4005&plusmn;0.0100,1.69,0.03,-0.03,0.0,1.69&plusmn;0.03,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,6.0818641,0.0517787,-0.0517787,6.0818641&plusmn;0.0517787,0.667257,0.0780121,-0.0780121,0.6672570&plusmn;0.0780121,-6.04515,0.0513766,-0.0513766,-6.0451500&plusmn;0.0513766,1.47859,0.0424669,-0.0424669,1.4785900&plusmn;0.0424669,663.834,19.395,-18.342,"<div><span class=supersubNumber"">663.834</span><span class=""superscript"">+19.395</span><span class=""subscript"">-18.342</span></div>""",13.194,0.046,-0.046,13.194&plusmn;0.046,12.624,0.103,-0.103,12.624&plusmn;0.103,11.4,0.023,-0.023,11.400&plusmn;0.023,11.189,0.032,-0.032,11.189&plusmn;0.032,11.093,0.021,-0.021
HATS-9 b,b,K2-142 b,EPIC 217671466,EPIC 217671466.01,HATS-9,,,TIC 12611594,Gaia DR2 4083159643769233408,Gaia DR3 4083159643769233408,0,7,1.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CONFIRMED,Brahm et al. 2015,2015-07,2015,Transit,Ground,HATSouth,Apogee 4K CCD Sensor,0.18 m Takahashi Epsilon Astrograph,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,290.8101704,19h23m14.44s,-20.1663771,-20d09m58.96s,18.0176,-15.82835,289.48793,1.87579,1.9153196,3.8e-06,-3.8e-06,0.0,1.9153196&plusmn;0.0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847,0.0015,-0.0015,0.0,0.847&plusmn;0.0015,2457302.17456,9.4e-05,-9.5e-05,0.0,"<div><span class=supersubNumber"">2457302.17456</span> <span class=""superscript"">+0.000094</span><span class=""subscript"">-0.000095</span> </div>""",3.5496,0.012,-0.012,0.0,"<div><span class=supersubNumber"">3.54960</span><span class=""superscript"">+0.01200</span><span class=""subscript"">-0.01200</span></div>""",11.479&plusmn;0.022,,,,,,,,,,,,,,,,,11.433,0.023,-0.023,11.433&plusmn;0.023,11.539,0.023,-0.023,11.539&plusmn;0.023,11.032,0.141,-0.141,11.032&plusmn;0.141,8.768,0.489,-0.489,8.768&plusmn;0.489,,,,,13.0983,0.000548,-0.000548,13.098300&plusmn;0.000548,12.5866,0.0062,-0.0062,12.5866&plusmn;0.0062,0,BJD,,,13.095,,,13.095,,,,,,,,,,,0.3334930650700853,-0.8774574652838117,-0.344747403424403,-355968132,,,,,,1.286,0.247,-0.028,0.0,"<div><span class=supersubNumber"">1.286</span> <span class=""superscript"">+0.247</span><span class=""subscript"">-0.028</span></div>""",14.42,2.77,-0.31,0.0,"<div><span class=supersubNumber"">14.42</span> <span class=""superscript"">+2.77</span><span class=""subscript"">-0.31</span> </div>""",0.08305,0.00043,-0.00096,0.0,"<div><span class=supersubNumber"">0.08305</span> <span class=""superscript"">+0.00043</span><span class=""subscript"">-0.00096</span> </div>""",4.48,,,,,,,,,,2019-09-05,2019-09,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09-05,0,0.086,-0.033,0.0,"<div><span class=supersubNumber"">4.480</span> <span class=""superscript"">+0.086</span><span class=""subscript"">-0.033</span> </div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.592,0.305,-0.029,0.0,"<div><span class=supersubNumber"">1.592</span> <span class=""superscript"">+0.305</span><span class=""subscript"">-0.029</span> </div>""",0,0,1,1,0,0,0,0,0,0,Published Candidate,1,1,0,0,0,0,0,0,0,0,0,11.0576718,0.0417334,-0.0417334,11.0576718&plusmn;0.0417334,8.56622,0.0448195,-0.0448195,8.5662200&plusmn;0.0448195,-6.99228,0.0366166,-0.0366166,-6.9922800&plusmn;0.0366166,1.53764,0.0301429,-0.0301429,1.5376400&plusmn;0.0301429,638.7,12.633,-12.16,"<div><span class=supersubNumber"">638.700</span><span class=""superscript"">+12.633</span><span class=""subscript"">-12.160</span></div>""",14.083,0.008,-0.008,14.083&plusmn;0.008,13.256,0.126,-0.126,13.256&plusmn;0.126,11.885,0.022,-0.022,11.885&plusmn;0.022,11.558,0.027,-0.027,11.558&plusmn;0.027,11.479,0.022,-0.022
WASP-75 b,b,K2-40 b,EPIC 206154641,EPIC 206154641.01,WASP-75,,,TIC 36592530,Gaia DR2 2605161444735454464,Gaia DR3 2605161444735454464,0,3,1.0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,CONFIRMED,Gomez et al. 2013,2013-11,2013,Transit,Ground,SuperWASP,iKon-L CCD Camera,Canon 200mm f/1.8L,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,342.3858995,22h49m32.62s,-10.6754686,-10d40m31.69s,56.87831,-56.95485,339.69348,-2.96203,2.4841987,6e-07,-6e-07,0.0,2.4841987&plusmn;0.0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457340.345,0.0003,-0.0003,0.0,2457340.3450&plusmn;0.0003,,,,,,10.062&plusmn;0.025,,,,,,,,,,,,,,,,,10.035,0.024,-0.024,10.035&plusmn;0.024,10.054,0.021,-0.021,10.054&plusmn;0.021,10.075,0.067,-0.067,10.075&plusmn;0.067,8.938,,,8.938,,,,,11.3347,0.000431,-0.000431,11.334700&plusmn;0.000431,10.931,0.0066,-0.0066,10.9310&plusmn;0.0066,0,BJD-TDB,[Fe/H],F9,11.299,,,11.299,,,,,,,,,,,0.9366198809525632,-0.2973670445507461,-0.1852458890760094,-2002469868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-24,2022-02,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,2022-01-24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100.0,100.0,-100.0,0.0,6100&plusmn;100,0.07,0.09,-0.09,0.0,0.07&plusmn;0.09,2.26429,6e-05,-6e-05,0.0,2.26429&plusmn;0.00006,4.3,0.8,-0.8,0.0,4.3&plusmn;0.8,,,,,,4.29,0.02,-0.02,0.0,4.29&plusmn;0.02,3.5,0.5,-0.5,0.0,3.5&plusmn;0.5,1.14,0.07,-0.07,0.0,1.14&plusmn;0.07,0.79,0.06,-0.06,0.0,0.79&plusmn;0.06,1.26,0.04,-0.04,0.0,1.26&plusmn;0.04,0,0,1,1,0,0,0,0,0,0,Published Confirmed,2,1,0,0,0,0,0,2,0,0,1,48.3454852,0.07715,-0.07715,48.3454852&plusmn;0.0771500,45.7868,0.078443,-0.078443,45.786800&plusmn;0.078443,15.5195,0.0648155,-0.0648155,15.5195000&plusmn;0.0648155,3.37341,0.049924,-0.049924,3.373410&plusmn;0.049924,294.001,4.412,-4.286,"<div><span class=supersubNumber"">294.001</span><span class=""superscript"">+4.412</span><span class=""subscript"">-4.286</span></div>""",12.057,0.07,-0.07,12.057&plusmn;0.070,11.591,0.057,-0.057,11.591&plusmn;0.057,10.362,0.024,-0.024,10.362&plusmn;0.024,10.097,0.022,-0.022,10.097&plusmn;0.022,10.062,0.025,-0.025
