,ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
0,322270620,20190415,,,014-005056,19471901-8719178,,J194717.89-871920.6,6342406969401289088,35464093,,STAR,tmgaia2,296.829812565017,-87.3215581136482,tmgaia2,-82.6906,0.0448574,-290.716,0.0547484,gaia2,14.4826,0.0261216,gaia2,305.86899580218,-27.7442836606491,272.772041084673,-64.1439359420912,15.601,0.129,14.158,0.027,,,,,,,,,,,10.702,0.024,10.065,0.024,9.889,0.023,AAA-222-111-000-0-0,,9.756,0.023,9.657,0.02,9.557,0.035,8.876,0.365,13.225,0.000307,12.0936,0.00736158,cdwrf,cdwrf,3551.0,157.0,4.74501,0.0079004,,,0.491323,0.0146852,0.489415,0.0203502,4.12644,0.198609,DWARF,0.034580525,0.008224464,68.9109,0.125,0.0,0.0,145,0.03825216,,,0.00245351158,0.0,0.0,,,,,,,,,,,,0.1248,0.1252,bj2018,,,cdwrf,14.4325,0.00206,12.1353,0.001533,1,,cdwrf,apassdr9,cooldwarfs_v8,0.961364420995123,0.849015504627986,296.822193811184,-87.3228098311923,0.0226097477762387,0.026552356932562,1,0,1689322428
0,380589029,20190415,,,142-192879,17553376-6144503,,J175533.77-614450.5,5911182735242698496,31556124,,STAR,tmgaia2,268.890697487279,-61.7473242736942,tmgaia2,1.03147,0.0395854,-17.5765,0.0410037,gaia2,1.99658,0.0494301,gaia2,331.717772219102,-17.4555855296181,269.330817685617,-38.3106196373788,13.393,0.026,12.915,0.092,,,,,,,,,,,11.678,0.022,11.447,0.025,11.382,0.023,AAA-222-111-000-0-0,,11.327,0.023,11.336,0.022,11.606,0.221,8.422,,12.6911,0.000292,12.2851,0.006,rered,gaia2,6185.0,134.018,4.39037,0.0857448,,,1.14759,0.061613,1.18,0.171463,0.780759,0.186935,DWARF,1.736322,0.1131965,494.182,12.174,0.0583607,0.01040783,574,0.372933447,,,0.000398200325,0.0115991,0.00921656,schlegel,0.174938,0.167988,0.0680658,0.0551603,0.153336,0.220533,0.0730157,0.0984739,0.104172,0.122221,11.88,12.468,bj2018,105.059,162.976,dered,12.9962,0.000981,12.2236,0.001095,1,,ucac4,apassdr9,,0.715219607280329,0.635994620850142,268.890706869237,-61.7473999502917,0.0223448921620343,0.0235799196625644,1,0,1374517833
0,381979901,20190415,,,153-005405,05102529-5932087,,J051025.29-593208.4,4761400267606300928,27243624,,STAR,tmgaia2,77.6053854472078,-59.5357402355352,tmgaia2,1.58442,1.17107,17.7107,1.17097,hsoy,,,,268.484157463632,-35.8411985138079,45.685555700796,-81.0382046013877,12.539,0.038,12.197,0.057,,,,,,,,,,,11.139,0.021,10.891,0.022,10.862,0.025,AAA-222-111-000-0-0,,10.821,0.023,10.841,0.02,10.835,0.063,9.316,,12.0008,0.000342,11.6577,0.006,gbprp,splin,6102.0,,,,,,1.27589,,,,,,DWARF,,,444.066,,,,88,0.04540762,,,0.00196948159,,,,,,,,,,,,,,,,,,,dered,12.2494,0.001624,11.6,0.001489,0,,ucac4,apassdr9,,20.9137350605006,18.1522870595329,77.6053989024301,-59.5356639811325,0.322177201625474,0.285928296009682,1,0,535932068
0,468148930,20190415,,,008-003000,20221609-8834064,,J202216.55-883406.5,6341398511080515712,35464769,,STAR,tmgaia2,305.566913195422,-88.568431726326,tmgaia2,16.8665,0.0348563,-14.6831,0.0349443,gaia2,1.32927,0.0202389,gaia2,304.423114683386,-27.6729895808951,271.999162677703,-65.3829386094985,13.629,0.0,12.897,0.046,,,,,,,,,,,11.485,0.022,11.187,0.025,11.058,0.021,AAA-222-111-000-0-0,,11.039,0.023,11.066,0.021,11.17,0.113,8.659,,12.7393,0.000228,12.2303,0.006,rered,gaia2,5787.0,127.148,3.8173,0.0784361,,,2.084,0.106131,1.04,0.135358,0.114905,0.0244177,DWARF,4.38839626,0.2038805,736.397,11.06,0.121509,0.01018533,146,0.001256832,,,0.000269178476,0.0109839,0.00938676,schlegel,0.133311,0.137406,0.0895387,0.122723,0.0285842,0.0202512,0.0879465,0.0689257,0.197085,0.210676,10.897,11.223,bj2018,108.645,145.651,dered,13.1509,0.000992,12.1748,0.000815,1,,ucac4,apassdr9,,0.754888493455296,0.541967331762058,305.569819960453,-88.5684949470708,0.0172105225803174,0.0189295555695913,1,0,1702496989
0,426077080,20190415,77717,9429-02528-1,068-026167,15520027-7629363,,J155200.24-762936.4,5780064805397000832,34954728,,STAR,tmgaia2,238.001109673285,-76.4934505480874,tmgaia2,-5.33804,0.0412103,-9.26715,0.0536502,gaia2,2.37397,0.0287433,gaia2,312.915549183668,-17.262838349351,257.718372735002,-54.4215855227126,10.187,0.141,9.74,0.03,,,,,,,,,,,9.069,0.029,8.924,0.021,8.885,0.021,AAA-122-111-000-0-0,,8.836,0.022,8.862,0.02,8.807,0.022,8.657,0.318,9.65864,0.000291,9.4142,0.006,rered,spect,6907.02,135.456,3.63358,0.0897186,0.229216,0.0860622,3.09235,0.144081,1.5,0.256186,0.0507253,0.0121789,DWARF,19.6080856,1.02032554,416.25,5.019,0.0492488,0.01023934,458,0.04189697,,,0.000724424142,0.012819,0.00765968,schlegel,0.214835,0.297537,0.139567,0.148594,0.00946393,0.0148939,0.122363,0.0570741,0.941791,1.09886,4.96,5.078,bj2018,170.858,100.055,spect,9.84704,0.000694,9.37401,0.000887,1,,hipvmag,apassdr9,,0.813632537248147,0.831996824863748,238.00101126786,-76.4934904483361,0.0217488647866843,0.0263928055300615,1,0,1009806071
0,343648136,20190415,,9445-01425-1,069-031487,18091481-7618027,,J180914.77-761803.2,6414269022169181568,35031529,,STAR,tmgaia2,272.311811320348,-76.300761126562,tmgaia2,-23.549,0.0474925,-45.0786,0.0538287,gaia2,4.12257,0.0338581,gaia2,317.680144651107,-23.8553896246691,270.906771440998,-52.868756747398,11.731,0.12,11.105,0.008,,,,,,,,,,,9.781,0.021,9.493,0.021,9.448,0.021,AAA-222-111-000-0-0,,9.397,0.023,9.427,0.019,9.403,0.035,8.317,,10.9184,0.000393,10.4613,0.006,rered,gaia2,6093.0,130.989,4.20265,0.0833898,,,1.40011,0.0654899,1.14,0.160517,0.415355,0.0930827,DWARF,2.43412614,0.102500349,240.901,1.98,0.114362,0.0101997247,224,0.089695774,,,0.00124768808,0.00725005,0.0131494,schlegel,0.124888,0.196145,0.0604462,0.0705337,0.0702404,0.115925,0.106617,0.0601626,0.0806307,0.12437,1.964,1.996,bj2018,117.369,144.609,dered,11.286,0.001135,10.4125,0.000783,1,,tycho2v3,tycho2b3,,0.936408404576114,0.834846597492116,272.311383192304,-76.3009552153447,0.0243711918424731,0.0289398103421707,1,0,1437368645
0,129319156,20190415,,8694-01477-1,186-119066,15152235-5253095,,J151522.33-525309.4,5888123914871847424,26779851,,STAR,tmgaia2,228.843132778614,-52.8859635646864,tmgaia2,-10.1614,0.124552,-5.87125,0.125007,gaia2,1.25993,0.0573093,gaia2,323.751577624994,4.06750965251764,241.58614677744,-33.4301366628246,10.639,0.095,10.662,0.01,,,,,,,,,,,10.133,0.023,10.106,0.025,10.056,0.021,AAA-222-111-000-0-0,,10.012,0.024,10.039,0.021,9.925,0.074,8.754,0.43,10.4529,0.000384,10.3918,0.0096,rered,gaia2,11600.0,368.188,4.13473,0.0718056,,,2.48451,0.132498,3.07,0.398284,0.200179,0.0376859,DWARF,100.694809,16.02685,778.127,35.06,0.245649,0.0134372,3717,0.4023586,,,4.069501e-05,0.0121977,0.0146767,schlegel,0.39831,0.398258,0.129937,0.135058,0.036963,0.0384089,0.0839932,0.059618,18.8048,13.2489,33.511,36.609,bj2018,449.229,287.147,dered,10.532,0.001158,10.3168,0.000722,1,,tycho2v3,tycho2b3,,2.15639456933841,1.93790678671957,228.843060272435,-52.8859888437015,0.0334034406847077,0.0340002167866318,1,0,957266090
0,361034196,20190415,,9273-01891-1,108-105619,16080389-6835197,,J160803.91-683519.7,5821184891017044608,33416227,,STAR,tmgaia2,242.016244831142,-68.5888431699852,tmgaia2,5.98917,0.033904,2.51429,0.048733,gaia2,1.73729,0.0346666,gaia2,319.346924883906,-12.2415674488643,255.578369748644,-46.5461181841188,10.704,0.055,10.394,0.004,,,,,,,,,,,9.669,0.027,9.495,0.024,9.423,0.019,AAA-222-111-000-0-0,,9.388,0.022,9.411,0.019,9.407,0.037,9.108,0.46,10.2705,0.000321,10.0196,0.006,rered,gaia2,7200.0,137.837,3.70837,0.0881206,,,2.93941,0.13101,1.61,0.268741,0.0633934,0.0144984,DWARF,20.9192448,1.259779,566.502,11.2155,0.0514183,0.0104332,1130,0.126639217,,,0.00048442345,0.0102946,0.0105718,schlegel,0.167409,0.370072,0.131041,0.130979,0.01477,0.0142267,0.0881399,0.0881014,0.839848,1.67971,10.997,11.434,bj2018,140.272,135.401,dered,10.4605,0.000514,9.97587,0.000458,1,,tycho2v3,tycho2b3,,0.636354066986357,0.755761383056139,242.016315468408,-68.5888323445846,0.0181521735910564,0.0245819534756342,1,0,1035818453
0,193413306,20190415,,8684-02748-1,170-124935,14482429-5601330,,J144824.28-560133.3,5893134011402355968,28873365,,STAR,tmgaia2,222.101170626338,-56.0258656251097,tmgaia2,-4.77547,0.0763613,-15.2606,0.0677405,gaia2,3.08052,0.0362929,gaia2,318.798984043812,3.19998497552273,238.386835276698,-37.7218967518441,10.088,0.066,9.71,0.005,,,,,,,,,,,8.861,0.023,8.724,0.044,8.643,0.021,AAA-112-111-000-0-0,,8.598,0.022,8.624,0.02,8.669,0.028,8.766,,9.63891,0.000451,9.3529,0.0061,rered,gaia2,7348.0,133.769,3.90496,0.0855756,,,2.38732,0.0888846,1.67,0.278574,0.12274,0.0266802,DWARF,14.9689808,0.771708,321.671,3.7845,0.135232,0.00964283,3667,0.25552547,,,8.508671e-05,0.00998588,0.00929978,schlegel,0.226331,0.330818,0.0754462,0.102323,0.0249464,0.0284141,0.0791576,0.0919936,0.632594,0.910822,3.741,3.828,bj2018,168.668,98.8694,dered,9.86276,0.001073,9.30404,0.00142,1,,tycho2v3,tycho2b3,,1.3409266044718,1.05030201515081,222.101133832552,-56.0259313304768,0.0261553091092437,0.0260968874541394,1,0,927404505
0,387079085,20190415,,9014-01164-1,127-119157,14280560-6438029,,J142805.51-643803.2,5853010598735017600,31074121,,STAR,tmgaia2,217.023374378845,-64.6341947345104,tmgaia2,-49.0387,0.0371999,-21.0723,0.0554191,gaia2,4.73533,0.0383932,gaia2,313.052788282431,-3.67879424965142,240.153747647818,-46.5871238213799,10.01,0.038,9.496,0.003,,,,,,,,,,,8.456,0.021,8.255,0.029,8.194,0.036,AAA-111-111-000-0-0,,8.141,0.023,8.158,0.02,8.134,0.02,8.056,0.171,9.36245,0.000253,9.0039,0.006,rered,gaia2,6534.0,136.374,3.94807,0.0892669,,,2.04252,0.0895929,1.35,0.230491,0.158428,0.0360861,DWARF,6.85085964,0.334902,209.919,1.7045,0.0678507,0.0102019152,4831,0.110496379,,,0.000144729886,0.0111048,0.00929903,schlegel,0.184372,0.27661,0.0739678,0.105218,0.0294867,0.0426856,0.08755,0.0909838,0.345363,0.324441,1.691,1.718,bj2018,144.501,128.246,dered,9.64034,0.000655,8.95731,0.000601,1,,tycho2v3,tycho2b3,,0.682667958601632,0.859442974663241,217.022881519722,-64.6342854632886,0.0229295694132973,0.0277130435426617,1,0,906731728
0,382331352,20190415,,9010-01387-1,135-114305,14231327-6302455,,J142313.20-630246.0,5854151887441431168,31061843,,STAR,tmgaia2,215.805294071202,-63.0459639181508,tmgaia2,-3.13522,0.133993,-4.44183,0.202928,gaia2,0.592114,0.160059,gaia2,313.116648007586,-2.00351865973694,238.413790841769,-45.4250948419081,10.278,0.046,10.07,0.004,,,,,,,,,,,9.578,0.039,9.486,0.043,9.37,0.027,EEE-222-111-000-0-0,,9.148,0.021,9.179,0.019,9.255,0.068,8.421,0.33,10.0285,0.000264,10.0067,0.168,rered,gaia2,,,,,,,,,,,,,,,,1710.22,633.01,0.636308,0.1746165,,,,,,0.133859,0.215374,schlegel,,,,,,,,,,,433.94,832.08,bj2018,,,,10.1333,0.001075,9.83513,0.001009,1,,tycho2v3,tycho2b3,,2.43774272522363,3.14701552246187,215.805264290501,-63.0459830426999,0.0797879585168438,0.101322214543188,-1,0,902157853
0,136274063,20190415,,8695-01805-1,181-127782,15215972-5349104,,J152159.71-534910.6,5887218260898788224,26787489,,STAR,tmgaia2,230.498846540712,-53.8195796002047,tmgaia2,-2.71791,0.101577,-4.89556,0.0923956,gaia2,2.32043,0.0528698,gaia2,324.088876169036,2.7504002903927,243.063333644574,-34.0120434483368,10.669,0.083,10.286,0.006,,,,,,,,,,,9.531,0.022,9.382,0.023,9.364,0.025,AAA-222-111-000-0-0,,9.174,0.022,9.193,0.02,9.447,0.037,9.227,,10.2399,0.000364,9.9806,0.0066,rered,gaia2,7710.0,140.193,3.9781,0.078348,,,2.28468,0.090701,1.81,0.282737,0.151776,0.030982,DWARF,16.6173725,1.150865,426.003,9.675,0.165898,0.0104914755,4860,1.09230721,,,5.27137236e-05,0.00945595,0.011527,schlegel,0.226226,0.339248,0.0863834,0.0950186,0.0232856,0.0386785,0.0521871,0.104509,1.22276,1.07897,9.46,9.89,bj2018,161.089,119.298,dered,10.4447,0.000846,9.92759,0.000826,1,,tycho2v3,tycho2b3,,1.76604003739184,1.4325162372155,230.498826717706,-53.819600678312,0.0382709272682679,0.0331854985622661,1,0,964550757
0,375223080,20190415,,9395-03226-1,071-009138,08555256-7555345,,J085552.52-755534.6,5215690640816366080,34690275,,STAR,tmgaia2,133.96903801064,-75.9262355510505,tmgaia2,-4.13565,0.0396722,11.3582,0.0418443,gaia2,1.68806,0.0226412,gaia2,290.18808637893,-19.2977978454432,233.150067108304,-73.6497810757782,11.25,0.114,10.753,0.008,,,,,,,,,,,9.877,0.034,9.76,0.033,9.661,0.024,AAA-222-111-000-0-0,,9.552,0.022,9.557,0.018,9.522,0.029,8.951,,10.7235,0.000377,10.4291,0.006,rered,gaia2,7066.0,133.669,3.77988,0.0863073,,,2.66473,0.10601,1.56,0.265491,0.0824448,0.0185044,DWARF,15.9476528,0.857618,582.521,7.7425,0.0888544,0.009855025,255,0.1656822,,,0.0007861998,0.00779695,0.0119131,schlegel,0.203553,0.32743,0.0971508,0.114869,0.0146908,0.022318,0.0657827,0.106832,1.12566,0.589576,7.641,7.844,bj2018,104.202,163.137,dered,10.9341,0.00155,10.3669,0.004764,1,,tycho2v3,tycho2b3,,0.780207243054346,0.649038406241741,133.968964785299,-75.9261866477003,0.0199861344666382,0.0242117785095765,1,0,658773242
0,375225453,20190415,,9207-00009-1,085-016559,08551847-7310241,,J085518.42-731024.0,5217369801231356032,33705776,,STAR,tmgaia2,133.827009077003,-73.173389748593,tmgaia2,-21.8829,0.0342286,19.084,0.0457021,gaia2,2.01092,0.0208412,gaia2,287.830045305592,-17.6917914523101,223.336207106183,-74.001983120564,11.099,0.094,10.609,0.006,,,,,,,,,,,9.586,0.023,9.338,0.022,9.315,0.021,AAA-222-111-000-0-0,,9.248,0.023,9.26,0.02,9.237,0.024,9.336,0.291,10.4746,0.000425,10.11,0.006,rered,gaia2,6553.0,136.445,3.64954,0.0901127,,,2.89089,0.125277,1.36,0.225456,0.056292,0.0130512,DWARF,13.88408,0.6775235,490.288,5.048,0.081484,0.010073375,270,0.02127727,,,0.0009094936,0.0128812,0.00726555,schlegel,0.178904,0.272008,0.11693,0.133623,0.0118428,0.0142595,0.0803758,0.0998496,0.559204,0.795843,4.997,5.099,bj2018,170.612,102.278,dered,10.7551,0.000513,10.0597,0.000567,1,,tycho2v3,tycho2b3,,0.66099906953037,0.708789550092273,133.826683599524,-73.1733075816262,0.0185954037440838,0.0240164355287022,1,0,658774813
0,360630575,20190415,61723,9240-00419-1,078-023265,12390642-7434263,,J123906.27-743426.4,5838450865699668736,33972959,,STAR,tmgaia2,189.776674262567,-74.5739908762525,tmgaia2,-50.3585,0.0387703,-6.87396,0.039846,gaia2,12.5408,0.023295,gaia2,302.094826576553,-11.7222892881706,238.327850826981,-60.0501617508724,9.942,0.042,9.29,0.03,,,,,,,,,,,8.144,0.023,7.89,0.038,7.82,0.026,AAA-111-111-000-0-0,,7.772,0.028,7.814,0.02,7.787,0.018,7.819,0.15,9.13657,0.000402,8.7215,0.006,gbprp,gaia2,5876.0,124.046,4.47808,0.0772154,,,0.983215,0.0449925,1.06,0.13727,1.11522,0.24334,DWARF,1.03829074,0.0289248,79.5561,0.14855,0.0,0.0,783,0.0253508966,,,0.006010678,0.0,0.0,,0.135037,0.139504,0.0402422,0.0497427,0.232263,0.254417,0.0844639,0.0699668,0.0299111,0.0279385,0.1483,0.1488,bj2018,103.35,144.742,dered0,9.47033,0.001538,8.68088,0.002547,1,,hipvmag,tycho2b3,,0.755572674433873,0.617917643508075,189.775859125623,-74.5740204739562,0.0195928115421878,0.0194009378529198,1,0,809998294
0,383390264,20190415,62662,9516-00441-1,010-002352,12502212-8807158,,J125021.56-880715.9,5765748511163751936,35446209,,STAR,tmgaia2,192.59175100575,-88.1210328259768,tmgaia2,-18.7758,0.0394131,-18.0863,0.0393852,gaia2,9.48625,0.0239105,gaia2,302.922219717514,-25.2493054220018,265.472564294401,-66.0846709502252,9.755,0.036,9.23,0.03,,,,,,,,,,,8.272,0.039,8.014,0.049,8.002,0.031,AAA-111-111-000-0-0,,7.965,0.025,7.986,0.021,7.983,0.019,7.851,0.135,9.11523,0.00034,8.7581,0.006,rered,gaia2,6413.0,135.137,4.43043,0.088492,,,1.14582,0.0509699,1.29,0.206016,0.857518,0.206487,DWARF,2.0006485,0.08478585,105.096,0.266,0.0375831,0.00997592,183,0.00473857671,,,0.00532347476,0.00918884,0.010763,schlegel,0.161904,0.250129,0.0485508,0.0533889,0.139898,0.273076,0.05512,0.121864,0.0847704,0.0848013,0.266,0.266,bj2018,161.964,108.31,dered,9.39966,0.002275,8.72138,0.002098,1,,hipvmag,tycho2b3,,0.850387899557065,0.610866988300083,192.589285483435,-88.1211106992852,0.0212097966880848,0.0220028164209492,1,0,819159178
0,290348383,20190415,108162,9478-00418-1,064-030469,21545126-7720168,,,6356417496318028800,35093393,,STAR,tmgaia2,328.713753933317,-77.3379989367607,tmgaia2,224.864,0.0624526,-186.625,0.0568227,gaia2,42.3332,0.0318252,gaia2,313.780870092502,-35.7946103904223,290.822806974348,-58.1995852108445,9.167,0.0,8.23,0.03,,,,,,,,,,,6.57,0.023,6.085,0.023,5.967,0.026,AAA-111-111-000-0-0,,,,,,,,,,7.97255,0.000514,7.3661,0.006,gbprp,gaia2,4815.0,128.353,4.52382,0.0954484,,,0.800152,0.0565427,0.78,0.0915509,1.52257,0.420235,DWARF,0.310045063,0.0110842148,23.606,0.0179,0.0,0.0,81,0.118534349,,,0.0118411519,0.0,0.0,,0.0829998,0.100102,0.0467618,0.0663236,0.318361,0.522109,0.101941,0.0889557,0.00808633,0.0140821,0.0179,0.0179,bj2018,144.606,112.1,dered0,8.51962,0.001984,7.32529,0.001815,1,,hipvmag,apassdr9,,1.24011287213926,0.881201035896431,328.718170758574,-77.3388024974822,0.0264565527956999,0.028132621394393,1,0,1717597184
0,318608749,20190415,,9490-00551-1,033-000254,00363020-8334013,,J003630.26-833401.4,4617735638779366016,35302761,,STAR,tmgaia2,9.12614642286777,-83.5670716924338,tmgaia2,-0.229795,0.0539773,1.16935,0.0434419,gaia2,4.83912,0.0279807,gaia2,303.433453697326,-33.5466325518351,286.272642639369,-66.7475160475856,11.745,0.131,11.049,0.009,,,,,,,,,,,9.892,0.023,9.594,0.022,9.555,0.021,AAA-222-111-000-0-0,,9.504,0.023,9.543,0.021,9.477,0.027,9.324,0.367,10.9582,0.000315,10.5135,0.006,rered,gaia2,6033.0,129.503,4.36703,0.0768344,,,1.14849,0.0522613,1.12,0.141501,0.739324,0.153077,DWARF,1.57428551,0.06356595,205.43,1.1895,0.0814667,0.009852815,112,0.0146628069,,,0.00208797958,0.00888023,0.0108254,schlegel,0.116217,0.166785,0.0506769,0.0538457,0.137736,0.168419,0.0864736,0.0671952,0.0472086,0.0799233,1.183,1.196,bj2018,127.684,131.322,dered,11.3149,0.000971,10.4664,0.000712,1,,tycho2v3,tycho2b3,,1.1223062863195,0.673727980028812,9.12613759213948,-83.5670666577324,0.0256830930846696,0.0225811704391117,1,0,509916101
0,271581073,20190415,,9465-00071-1,063-030688,21181227-7731445,,J211812.19-773145.0,6356211544046121728,35086715,,STAR,tmgaia2,319.551142428111,-77.529089392083,tmgaia2,16.3626,0.0368544,-5.51529,0.0467961,gaia2,3.77648,0.0221054,gaia2,314.996438854608,-34.0598708351418,287.635298224309,-57.1514421790679,11.718,0.137,11.254,0.01,,,,,,,,,,,10.064,,9.798,,9.779,0.043,UUA-662-002-00c-0-0,,9.503,0.022,9.549,0.02,9.561,0.036,8.696,,10.9768,0.000376,10.5891,0.006,rered,spect,5803.5,120.852,4.06878,0.0774529,-0.22,0.1,1.56013,0.0754146,1.04,0.126318,0.273877,0.0596814,DWARF,2.48756027,0.09660455,262.794,1.538,0.0699106,0.0101609,114,0.111710235,,,0.00101800717,0.009539,0.0107828,schlegel,0.109396,0.143239,0.0939739,0.0568553,0.0596503,0.0597126,0.0920068,0.062899,0.11415,0.0790591,1.529,1.547,bj2018,117.82,123.883,spect,11.276,0.001624,10.5379,0.000893,1,,tycho2v3,tycho2b3,,0.732853500439005,0.725799735418059,319.551468670617,-77.5291131386665,0.0184585823658514,0.0258416938052133,1,0,1713454400
0,311890977,20190415,,,066-027817,17320090-7651282,,J173200.82-765129.2,5800975180092164224,35015041,,STAR,tmgaia2,263.003839417519,-76.8578344690809,tmgaia2,-33.2731,0.0350018,-100.013,0.0377458,gaia2,17.1939,0.0221286,gaia2,316.271211120111,-22.0435353957932,267.332471270587,-53.4833426665983,13.464,0.023,11.976,0.046,,,,,,,,,,,9.414,0.023,8.716,0.024,8.558,0.021,AAA-212-111-000-0-0,,8.469,0.023,8.542,0.02,8.419,0.023,8.293,0.227,11.3986,0.000735,10.5652,0.006,gbprp,gaia2,4006.0,123.79,4.541,0.12217,,,0.705027,0.0723919,0.63,0.0803445,1.79773,0.64461,DWARF,0.115332037,0.00940649,58.0624,0.07515,0.0,0.0,272,0.0199608374,,,0.00334036374,0.0,0.0,,0.0748467,0.0858422,0.0768568,0.0679271,0.653919,0.635301,0.129781,0.114558,0.00918312,0.00962986,0.0751,0.0752,bj2018,112.338,135.243,dered0,12.2648,0.001489,10.5109,0.000886,1,,ucac4,apassdr9,,0.692767007846056,0.58537140325727,263.003209341307,-76.8582650813793,0.0173481393548806,0.019094322804828,1,0,1266549328
0,351603103,20190415,,,132-174628,20402077-6347235,,J204020.80-634723.7,6426616434669377792,31725262,,STAR,tmgaia2,310.086576788976,-63.7898544827295,tmgaia2,17.0565,0.04316,-25.0942,0.0443213,gaia2,3.09454,0.0336106,gaia2,332.006218473723,-36.0817773034966,293.096408868662,-43.5301193246834,12.901,0.126,11.579,0.057,,,,,,,,,,,9.373,0.026,8.696,0.036,8.562,0.021,AAA-212-111-000-0-0,,8.513,0.023,8.526,0.02,8.38,0.025,8.229,0.265,11.2925,0.003073,10.5598,0.0067,rered,gaia2,4437.0,124.0,,,,,3.12602,,,,,,GIANT,,,320.212,3.4725,0.0437147,0.000190264,,,,,,0.000189929,0.000190599,schlegel,,,,,,,,,,,3.436,3.509,bj2018,,,dered,11.9858,0.011468,10.5062,0.008487,1,,ucac4,apassdr9,,0.788254776345671,0.687413179169925,310.086743063763,-63.789962527297,0.0220735665781053,0.0243957455815775,0,0,1706912928
0,451599528,20190415,91434,9527-01174-1,022-008102,18385116-8542323,,J183852.38-854232.6,6345896578790183936,35417507,,STAR,tmgaia2,279.712798585636,-85.7089561249008,tmgaia2,147.495,0.213579,-42.0567,0.257795,gaia2,14.2561,0.137331,gaia2,307.733708892055,-26.8110875619685,271.557268525697,-62.3222531955777,8.691,0.024,8.11,0.03,,,,,,,,,,,7.018,0.02,6.723,0.033,6.654,0.034,AAA-111-111-000-0-0,,6.649,0.068,6.647,0.022,6.652,0.016,6.605,0.061,7.96327,0.000273,7.5622,0.006,gbprp,spect,6058.59,110.537,4.20385,0.0775117,,,1.39203,0.060098,1.13,0.152876,0.41892,0.0874911,DWARF,2.3522265,0.08896735,70.0154,0.6784,0.0,0.0,182,0.0013363508,,,0.0054070577,0.0,0.0,,0.13726,0.168493,0.0520497,0.0681462,0.0699762,0.105006,0.0625141,0.0925092,0.0919011,0.0860336,0.672,0.6848,bj2018,131.74,89.3348,spect,8.28681,0.001787,7.52503,0.001437,1,,hipvmag,tycho2b3,,4.51720073672247,3.99804018201378,279.721285938186,-85.7091372492643,0.110936974503985,0.133145955591964,1,0,1564750899
0,274151135,20190415,,9518-00288-1,003-000468,09441361-8928174,,J094413.42-892817.4,5188175980806170624,,,STAR,tmgaia2,146.0625439773,-89.4715519906023,tmgaia2,-18.3678,0.0673956,8.97787,0.0620616,gaia2,12.5462,0.0290007,gaia2,302.500499079978,-26.7658256729795,268.884660087886,-66.8518264113645,12.437,0.233,11.329,0.023,,,,,,,,,,,9.446,0.021,8.91,0.024,8.762,0.023,AAA-222-111-000-0-0,,8.663,0.023,8.751,0.019,8.67,0.023,8.341,0.195,10.922,0.000655,10.2809,0.006,gbprp,gaia2,4664.0,125.943,4.55045,0.0924994,,,0.755833,0.0562814,0.74,0.0876904,1.71378,0.466529,DWARF,0.243545473,0.01022839,79.5225,0.18475,0.0,0.0,146,0.100496516,,,0.004444385,0.0,0.0,,0.0846196,0.0907612,0.0632779,0.0492849,0.505417,0.42764,0.107629,0.0773697,0.0110542,0.00940258,0.1843,0.1852,bj2018,118.202,133.685,dered0,11.5064,0.001489,10.2329,0.001236,1,,tycho2v3,tycho2b3,,1.47080039911886,0.962390112228686,146.053969397077,-89.4715133418013,0.0262458392168267,0.0289428898436704,1,0,688454921
