name,hostname,IC,disposition,period,rade,rade_est,rade_err1,rade_err2,radj,radj_est,radj_err1,radj_err2,masse,masse_est,masse_err1,masse_err2,massj,massj_est,massj_err1,massj_err2,tran_depth_ppm,tran_dur_hr,semi_au,eccen,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
K2-166 b,K2-166,,Confirmed,8.52695,2.19,,0.2,-0.19,0.19537904940412912,,0.017842835562020928,-0.01695069378391988,,5.433121672262753,,,,0.01709451250904577,,,160.0,3.7,0.0858,,390.3952,476.882,2018,2018.0,Transit,K2,1.16,1.61,5960.0,0.45848,10.952,10.637,185.1880932,2.2823788,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-166
HATS-36 b,HATS-36,,Confirmed,4.175186,12.92,,0.38,-0.38,1.1526471773065519,,0.03390138756783976,-0.03390138756783976,1022.14128,,19.70546,-19.70546,3.216016123138837,,0.06200031083165668,-0.06200031083165668,13791.0,3.3792,0.0523,0.105,561.0,856.436,2018,2018.0,Transit,HATSouth,1.1,1.1,5950.0,0.21484,13.181,12.809,291.4787013,-23.2028183,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-36
WASP-165 b,WASP-165,,Confirmed,3.465509,14.12334,,2.12971,-1.90553,1.260002166032563,,0.19000032662395794,-0.17000029224248867,209.13214,,30.82951,-29.24036,0.6580032988262918,,0.09700048630114029,-0.09200046123407121,5440.0,4.176,0.04823,0.0,1373.5324,602.236,2018,2018.0,Transit,SuperWASP-South,1.248,1.75,5599.0,0.42831,11.439,11.024,357.5806472,-17.0775947,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-165
HD 96063 b,HD 96063,,Confirmed,362.5,,13.656394726779421,,,,1.2183440273998745,,,403.6441,,85.8141,-85.8141,1.2700063670355481,,0.2700013536217307,-0.2700013536217307,,,1.11,0.17,10.3076,140.065,2011,2011.0,Radial Velocity,W. M. Keck Observatory,1.37,4.75,5020.0,1.1038,6.607,6.05,166.1853484,-2.5132966,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 96063
K2-228 b,K2-228,,Confirmed,2.69828,1.21,,0.1,-0.06,0.1079491551502266,,0.008921417781010464,-0.005352850668606277,,1.9245106719198877,,,,0.006055187742781619,,,258.7,1.5,0.0338,,123.9803,129.46,2018,2018.0,Transit,K2,0.71,0.65,4715.0,-0.84881,10.978,10.324,187.2947047,-6.8342028,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-228
K2-283 b,K2-283,,Confirmed,1.921036,3.52,,0.16,-0.16,0.31403390589156827,,0.014274268449616741,-0.014274268449616741,,12.160798073797068,,,,0.03826214970553492,,,1967.0000000000002,1.7496,0.0291,,353.6521,402.915,2018,2018.0,Transit,K2,0.89,0.82,5060.0,-0.52364,12.579,11.983,13.1943679,9.6929181,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-283
K2-151 b,K2-151,,Confirmed,3.835476,1.49,,0.08,-0.08,0.1329291249370559,,0.0071371342248083705,-0.0071371342248083705,,2.82540202423678,,,,0.008889708929762227,,,983.0,1.5408,0.0373,,20.8,69.4798,2018,2018.0,Transit,K2,0.47,0.45,3695.0,-1.55284,10.93,10.117,19.3047733,9.5012663,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-151
K2-281 b,K2-281,,Confirmed,8.687721,8.18,,0.21,-0.21,0.7297719744866559,,0.018734977340121972,-0.018734977340121972,,50.89930950529418,,,,0.1601471374149569,,,12387.999999999998,2.7504,0.0773,,37.7384,458.139,2018,2018.0,Transit,K2,0.82,0.76,4812.0,-0.64686,13.195,12.523,16.2274724,7.2692169,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-281
K2-216 b,K2-216,,Confirmed,2.1748,1.75,,0.17,-0.1,0.1561248111676831,,0.015166410227717787,-0.008921417781010464,8.0,,1.6,-1.6,0.025170814924049146,,0.005034162984809829,-0.005034162984809829,560.0,1.84,0.028,0.0,248.0,115.461,2018,2018.0,Transit,K2,0.7,0.72,4503.0,-0.72125,10.394,9.721,11.4802354,6.3470302,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-216
HD 5319 c,HD 5319,,Confirmed,872.2,,13.769449468547734,,,,1.228430113234268,,,334.67499,,22.88376,-22.88376,1.0530052791247497,,0.07200036096579486,-0.07200036096579486,,,1.93,0.183,2.1721,121.405,2014,2014.0,Radial Velocity,W. M. Keck Observatory,1.27,4.06,4871.0,0.908,6.348,5.699,13.7558096,0.7893425,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 5319
K2-230 b,K2-230,,Confirmed,2.86041,1.96,,0.18,-0.16,0.17485978850780506,,0.016058552005818832,-0.014274268449616741,,4.500244547211932,,,,0.014159352826354112,,,200.0,2.6,0.0409,,1241.5334,540.773,2018,2018.0,Transit,K2,1.11,1.39,5945.0,0.31741,11.575,11.257,191.363117,-6.576051,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-230
K2-188 b,K2-188,,Confirmed,1.742169,1.35,,0.11,-0.11,0.12043914004364126,,0.009813559559111508,-0.009813559559111508,,2.389602055574348,,,,0.007518528885373663,,,108.17135146700741,,0.0289,,1945.6975,446.821,2018,2018.0,Transit,K2,1.06,1.19,5977.0,0.21087,11.502,11.149,129.8137008,23.3574367,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-188
GJ 96 b,GJ 96,,Confirmed,73.94,,4.671116397854409,,,,0.41672980888987865,,,19.66,,2.42,-2.3,0.06185727767585077,,0.007614171514524867,-0.007236609290664129,,,0.291,0.44,1.0486,11.9315,2018,2018.0,Radial Velocity,Haute-Provence Observatory,0.6,0.580612,3785.0,-1.05159,6.377,5.554,35.5624031,47.8802075,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 96
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,,Confirmed,,,12.909214226112839,,,,1.151684933357163,,,1450.0,,1600.0,-680.0,4.5622102049839075,,5.0341629848098295,-2.1395192685441775,,,1.08,,,6260.0,2018,2018.0,Microlensing,KMTNet,0.039,,,,,,268.76474,-29.5169201,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/KMT-2016-BLG-1820L
HD 94834 b,HD 94834,,Confirmed,1576.0,,13.66114562805587,,,,1.2187678751511097,,,400.4658,,54.0311,-54.0311,1.26000631690141,,0.17000085228034897,-0.17000085228034897,,,2.74,0.14,1.3107,98.1609,2018,2018.0,Radial Velocity,W. M. Keck Observatory,1.11,4.2,4798.0,0.99301,5.818,5.2,164.3126363,24.1429374,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 94834
K2-153 b,K2-153,,Confirmed,7.51574,2.0,,0.21,-0.18,0.17842835562020926,,0.018734977340121972,-0.016058552005818832,,4.657280767574196,,,,0.014653444031242954,,,1290.0,2.3,0.0614,,11.8,143.125,2018,2018.0,Transit,K2,0.55,0.53,3845.0,-1.36653,12.023,11.207,183.8088709,2.0208765,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-153
HATS-11 b,HATS-11,,Confirmed,3.619188,18.03,,0.72,-0.72,1.6085316259161866,,0.06423420802327533,-0.06423420802327533,263.7989,,31.783,-31.783,0.8300041611334685,,0.10000050134138175,-0.10000050134138175,13734.0,4.36848,0.0507,0.34,1027.296,944.603,2016,2016.0,Transit,HATSouth,1.33,1.54,6563.0,0.40312,12.647,12.243,289.4007603,-22.3900092,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-11
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,,Confirmed,,,12.233251017232506,,,,1.0913794314470242,,,4923.0,,7943.0,-2730.0,15.489490233886743,,24.991472867715295,-8.58954059283177,,,0.83,,,7010.0,2018,2018.0,Microlensing,KMTNet,0.073,,,,,,268.112,-29.3845615,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/KMT-2016-BLG-2142L
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,,Confirmed,,,6.416142658381039,,,,0.5724108919798034,,,33.7,,129.0,-23.2,0.10603205786755704,,0.4058793906502925,-0.07299536327974251,,,0.24,,,7100.0,2018,2018.0,Microlensing,MOA,0.0094,,,,,,271.9487,-28.1702785,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/MOA-2015-BLG-337L
K2-241 b,K2-241,,Confirmed,26.8199,2.55,,0.18,-0.1,0.2274961534157668,,0.016058552005818832,-0.008921417781010464,,7.035044676915075,,,,0.02213472594313081,,,900.0,4.1,0.1567,,14.5807,149.464,2018,2018.0,Transit,K2,0.71,0.75,5262.0,-0.44608,10.442,9.933,181.2386829,-6.8052985,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-241
K2-117 c,K2-117,,Confirmed,5.444017,2.06,,0.12,-0.12,0.18378120628881553,,0.010705701337212555,-0.010705701337212555,,4.896969161229235,,,,0.015407588055759655,,,1686.0,2.1096,0.0492,0.15,21.4,101.632,2017,2017.0,Transit,K2,0.54,0.51,3778.0,-1.35655,11.447,10.589,133.8557342,10.4692176,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-117
K2-284 b,K2-284,,Confirmed,4.795069,2.78,,0.14,-0.12,0.24801541431209084,,0.012489984893414649,-0.010705701337212555,,8.145953535711572,,,,0.025630036103412464,,,2280.0,2.147,0.04771,0.078,42.6,107.272,2018,2018.0,Transit,K2,0.63,0.607,4140.0,-1.01323,10.868,10.058,79.1407971,20.2549034,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-284
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,,Confirmed,,,14.084929586248332,,,,1.256575412550362,,,200.0,,369.0,-100.0,0.6292703731012287,,1.161003838371767,-0.31463518655061434,,,0.95,,,6800.0,2018,2018.0,Microlensing,MOA,0.15,,,,,,268.742218,-29.7504635,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/MOA-2016-BLG-319L
HD 12648 b,HD 12648,,Confirmed,133.60001,,13.398129087587018,,,,1.195303070742723,,,622.9468,,69.9226,-69.9226,1.9600098262910823,,0.22000110295103986,-0.22000110295103986,,,0.54,0.04,194.0796,182.192,2015,2015.0,Radial Velocity,Bohyunsan Optical Astronomical Observatory,0.67,11.02,4835.0,1.75277,5.302,4.743,34.7480718,85.7365329,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 12648
K2-243 b,K2-243,,Confirmed,11.54182,2.17,,0.14,-0.12,0.19359476584792704,,0.012489984893414649,-0.010705701337212555,,5.3491500104755785,,,,0.016830308114332043,,,160.0,3.7,0.1087,,226.095,266.864,2018,2018.0,Transit,K2,1.29,1.39,6570.0,0.42675,9.852,9.591,181.1211419,-4.8991358,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-243
K2-117 b,K2-117,,Confirmed,1.2916,2.03,,0.1,-0.1,0.18110478095451238,,0.008921417781010464,-0.008921417781010464,,4.776507025976327,,,,0.015028571791783818,,,1817.0,1.152,0.0189,0.06,145.8,101.632,2017,2017.0,Transit,K2,0.54,0.51,3778.0,-1.35655,11.447,10.589,133.8557342,10.4692176,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-117
K2-312 c,HD 80653,,Confirmed,871.32,,12.825416310884018,,,,1.144208971247823,,,1681.31227303,,63.5656814,-69.92224954,5.290000006746314,,0.20000000025505915,-0.22000000028056504,,,1.882,0.8435,0.4596,109.86,2023,2023.0,Radial Velocity,Roque de los Muchachos Observatory,1.15,1.199,5959.0,0.21165,8.315,8.018,140.3390845,14.3678691,False,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/HD 80653
K2-245 b,K2-245,,Confirmed,11.89307,4.34,,0.19,-0.14,0.3871895316958541,,0.01695069378391988,-0.012489984893414649,,17.3528717642325,,,,0.0545982404472818,,,1070.0,4.2,0.0959,,83.0,456.064,2018,2018.0,Transit,K2,0.83,1.25,5793.0,0.1719,11.499,11.158,185.181563,-1.5909138,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-245
K2-270 c,K2-270,,Confirmed,4.400028,2.95,,0.16,-0.16,0.26318182453980865,,0.014274268449616741,-0.014274268449616741,,9.009616574825664,,,,0.028347423917697796,,,1681.9999999999998,1.56,0.0497,,122.7722,280.518,2018,2018.0,Transit,K2,0.85,0.77,4877.0,-0.51819,11.968,11.368,131.2665588,13.5497322,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-270
HATS-59 b,HATS-59,,Confirmed,5.416081,12.621334,,0.863093,-0.863093,1.126001935676719,,0.07700013236865663,-0.07700013236865663,256.17098,,21.93027,-21.93027,0.8060040408115369,,0.0690003459255534,-0.0690003459255534,14310.0,3.5928,0.06112,0.129,269.0,642.884,2018,2018.0,Transit,HATSouth,1.038,1.036,5670.0,-0.00436,12.59,12.238,170.324325,-22.388177,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-59
KELT-15 b,KELT-15,,Confirmed,3.32944,19.50366,,2.2418,-2.2418,1.7400029911878252,,0.20000034381469256,-0.20000034381469256,416.3573,,136.6669,-136.6669,1.3100065675721009,,0.43000215576794154,-0.43000215576794154,10000.0,4.0123108,0.04613,0.0,1612.7618,324.683,2016,2016.0,Transit,KELT-South,2.06,1.78,6003.0,0.41162,10.205,9.854,117.4149764,-52.1204471,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/KELT-15
K2-247 b,K2-247,,Confirmed,2.25021,2.12,,0.19,-0.16,0.18913405695742183,,0.01695069378391988,-0.014274268449616741,,5.14157929577637,,,,0.016177217608913743,,,1000.0,1.2,0.0304,,142.1387,258.113,2018,2018.0,Transit,K2,0.74,0.69,4667.0,-0.88154,12.38,11.556,188.8935189,-10.0692793,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-247
EPIC 211945201 b,EPIC 211945201,,Confirmed,19.49221,5.76,,0.3,-0.3,0.5138736641862026,,0.026764253343031386,-0.026764253343031386,11.0,,7.0,-7.0,0.034609870520567576,,0.022024463058543,-0.022024463058543,1700.0000000000002,3.91,0.1493,0.0,101.0,181.69,2018,2018.0,Transit,K2,1.17,1.39,6069.0,0.37334,9.144,8.837,136.5741931,19.4020565,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 211945201
CoRoT-21 b,CoRoT-21,,Confirmed,2.72474,14.5717,,1.56926,-1.56926,1.3000022347955016,,0.1400002406702848,-0.1400002406702848,718.2958,,98.5273,-98.5273,2.2600113303152276,,0.3100015541582834,-0.3100015541582834,4693.424777465001,4.76,0.0417,0.0,2915.5997,1398.83419686,2012,2012.0,Transit,CoRoT,1.29,1.95,6200.0,0.705,14.34,13.813,101.0526207,-0.2991544,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-21
70 Vir b,70 Vir,,Confirmed,116.688,,12.630687818286209,,,,1.1268364288845083,,,2380.45,,193.87,-193.87,7.489733298244098,,0.609983236165676,-0.609983236165676,,,0.481,0.3988,12.2183,17.9011,1996,1996.0,Radial Velocity,Lick Observatory,1.09,1.89,5495.0,0.4513,3.798,3.5,202.1064898,13.7763085,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/70 Vir
K2-39 b,K2-39,,Confirmed,4.60543,6.27704,,1.68135,-1.68135,0.5600009626811392,,0.15000025786101942,-0.15000025786101942,28.6047,,15.8915,-15.8915,0.09000045120724358,,0.050000250670690874,-0.050000250670690874,370.0,8.184,0.05708,0.0,1356.0,307.47,2016,2016.0,Transit,K2,0.66,2.97,4881.0,0.67409,9.082,8.516,338.3682095,-9.0229405,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-39
K2-248 b,K2-248,,Confirmed,7.17256,2.57,,0.2,-0.14,0.22928043697196887,,0.017842835562020928,-0.012489984893414649,,7.128979634827488,,,,0.022430278373194768,,,700.0000000000001,2.8,0.0699,,132.3323,406.254,2018,2018.0,Transit,K2,0.88,0.92,5528.0,-0.18938,12.079,11.643,182.8173343,-9.4141696,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-248
K2-276 b,K2-276,,Confirmed,18.718269,3.77,,0.21,-0.21,0.33633745034409446,,0.018734977340121972,-0.018734977340121972,,13.663251895407607,,,,0.04298939808999607,,,1816.0000000000002,6.888,0.1291,,23.5921,488.152,2018,2018.0,Transit,K2,0.82,0.85,5139.0,-0.40538,12.871,12.26,125.9528309,22.6339399,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-276
HD 102956 b,HD 102956,,Confirmed,6.4947,,13.825584174622755,,,,1.233438124883363,,,305.1168,,7.31009,-7.31009,0.9600048128772648,,0.023000115308517803,-0.023000115308517803,,,0.0807,0.037,1781.1928,121.89,2010,2010.0,Radial Velocity,W. M. Keck Observatory,1.66,4.55,4985.0,1.06446,6.214,5.663,177.8436988,57.6406584,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 102956
HD 108863 b,HD 108863,,Confirmed,437.7,,13.27586982211577,,,,1.1843958108940384,,,767.24162,,24.79074,-24.79074,2.4140121023809553,,0.07800039104627776,-0.07800039104627776,,,1.32,0.032,9.6419,164.742,2011,2011.0,Radial Velocity,W. M. Keck Observatory,1.59,5.74,4878.0,1.22531,6.022,5.392,187.5826081,21.9480993,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 108863
HATS-46 b,HATS-46,,Confirmed,4.7423729,10.121727,,0.650122,-0.504405,0.9030015523233369,,0.05800009970626084,-0.04500007735830582,54.98459,,19.70546,-19.70546,0.17300086732059042,,0.06200031083165668,-0.06200031083165668,12650.811,2.4336,0.05367,0.559,209.7699,453.808,2018,2018.0,Transit,HATSouth,0.917,0.853,5495.0,-0.22988,12.366,11.965,6.7026401,-56.3161021,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-46
HATS-7 b,HATS-7,,Confirmed,3.185315,6.310667,,0.515614,-0.381106,0.5630009678383595,,0.04600007907737929,-0.03400005844849773,38.1396,,3.81396,-3.81396,0.1200006016096581,,0.01200006016096581,-0.01200006016096581,4917.3379,2.2992,0.04012,0.17,211.6178,240.707,2015,2015.0,Transit,HATSouth,0.849,0.815,4985.0,-0.43415,11.528,10.976,208.8567465,-21.2078587,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-7
K2-252 b,K2-252,,Confirmed,13.81513,1.74,,0.17,-0.12,0.15523266938958205,,0.015166410227717787,-0.010705701337212555,,3.676619098526822,,,,0.01156793735940538,,,360.0,3.6,0.1041,,36.0315,228.839,2018,2018.0,Transit,K2,0.79,0.82,5152.0,-0.40842,11.236,10.683,182.3663818,-8.3096141,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-252
K2-188 c,K2-188,,Confirmed,7.810253,2.83,,0.15,-0.15,0.2524761232025961,,0.013382126671515693,-0.013382126671515693,,8.396255176757595,,,,0.02641757313865687,,,480.0,3.5808,0.0785,,230.628,446.821,2018,2018.0,Transit,K2,1.06,1.19,5977.0,0.21087,11.502,11.149,129.8137008,23.3574367,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-188
HD 131496 b,HD 131496,,Confirmed,896.0,,13.448425290854061,,,,1.1997902051641622,,,572.094,,31.783,-31.783,1.8000090241448716,,0.10000050134138175,-0.10000050134138175,,,2.01,0.181,2.4257,131.849,2011,2011.0,Radial Velocity,W. M. Keck Observatory,1.34,4.44,4846.0,0.99123,6.032,5.437,223.3461495,18.2352618,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 131496
HD 1502 b,HD 1502,,Confirmed,428.5,,13.199965204795726,,,,1.17762404286784,,,874.0325,,50.8528,-50.8528,2.7500137868879984,,0.1600008021462108,-0.1600008021462108,,,1.262,0.031,7.2835,190.953,2011,2011.0,Radial Velocity,W. M. Keck Observatory,1.46,4.67,4947.0,1.06446,6.681,6.12,4.8214389,14.054683,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 1502
NGTS-3 A b,NGTS-3 A,,Confirmed,1.6753728,16.58932,,4.14733,-4.14733,1.480002544228725,,0.37000063605718125,-0.37000063605718125,756.4354,,82.6358,-82.6358,2.3800119319248854,,0.26000130348759254,-0.26000130348759254,26800.0,2.3,0.023,,1000.5679,743.972,2018,2018.0,Transit,Next-Generation Transit Survey (NGTS),1.017,0.93,5600.0,-0.144,13.281,12.814,94.4447595,-35.706364,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/NGTS-3 A
K2-254 b,K2-254,,Confirmed,4.09639,1.63,,0.28,-0.24,0.14541910983047054,,0.024979969786829297,-0.02141140267442511,,3.290761760972393,,,,0.01035389440557177,,,520.0,1.6,0.0448,,74.9905,227.775,2018,2018.0,Transit,K2,0.71,0.67,4629.0,-0.82244,11.986,11.296,185.5507926,-4.7172908,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-254
K2-192 b,K2-192,,Confirmed,4.162817,1.52,,0.13,-0.13,0.13560555027135904,,0.011597843115313602,-0.011597843115313602,,2.9226619620927097,,,,0.009195722916674242,,,318.0,1.6176,0.049,,181.7191,221.753,2018,2018.0,Transit,K2,0.9,0.81,5222.0,-0.36021,11.121,10.657,206.5823122,-11.5563527,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-192
K2-239 c,K2-239,,Confirmed,7.775,1.0,,0.1,-0.1,0.08921417781010463,,0.008921417781010464,-0.008921417781010464,,0.97184849467128,,,,0.003057777324198319,,,580.0,1.248,0.0576,,4.8225,31.0849,2018,2018.0,Transit,K2,0.4,0.36,3420.0,-1.79588,10.781,9.971,160.5941265,4.4413751,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-239
K2-258 b,K2-258,,Confirmed,19.0921,3.0,,0.21,-0.2,0.2676425334303139,,0.018734977340121972,-0.017842835562020928,,9.270409198458143,,,,0.02916796927557409,,,490.0,6.0,0.149,,84.2989,661.873,2018,2018.0,Transit,K2,1.21,1.31,6351.0,0.27219,12.124,11.782,187.6314027,-1.1609171,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-258
HD 70642 b,HD 70642,,Confirmed,2124.54,,12.998602944746649,,,,1.1596596743955772,,,1239.5307873,,92.17023803,-85.81366989,3.900000004973653,,0.29000000036983575,-0.27000000034432986,,,3.318,0.175,0.0934,29.276,2003,2003.0,Radial Velocity,Anglo-Australian Telescope,1.078,0.984,5732.0,0.01204,5.954,5.574,125.3661079,-39.7044432,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 70642
HATS-69 b,HATS-69,,Confirmed,2.2252577,10.592505,,0.246598,-0.246598,0.9450016245244223,,0.02200003781961618,-0.02200003781961618,183.38791,,,,0.5770028927397727,,,,13144.5901,2.35776,0.03211,0.519,466.6,414.537,2018,2018.0,Transit,HATSouth,0.892,0.8785,5137.0,-0.31758,12.413,11.875,289.2974275,-60.8917599,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-69
HD 202696 b,HD 202696,,Confirmed,517.8,,,,,,,,,,,,,,,,,,,1.566,0.011,9.5418,188.546,2019,2019.0,Radial Velocity,W. M. Keck Observatory,1.91,6.43,5040.0,1.36922,6.489,5.877,319.2250346,27.2582799,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 202696
HD 202696 c,HD 202696,,Confirmed,946.6,,,,,,,,,,,,,,,,,,,2.342,0.028,4.2662,188.546,2019,2019.0,Radial Velocity,W. M. Keck Observatory,1.91,6.43,5040.0,1.36922,6.489,5.877,319.2250346,27.2582799,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 202696
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,,Confirmed,,,13.38221740737554,,,,1.1938835232750789,,,640.0,,640.0,-350.0,2.0136651939239316,,2.0136651939239316,-1.1012231529271501,,,1.8,,,6000.0,2019,2019.0,Microlensing,KMTNet,0.37,,,,,,266.170917,-25.1430306,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/KMT-2017-BLG-1038L
